race_id,detail_text,distance,surface,track_condition,weather,date_text,course_code,course_name,race_number,date
201705010202,"ダ左1400m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 10:40",1400,ダート,良,曇,"ダ左1400m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 10:40",05,東京,2,
201705010203,"ダ左1600m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 11:10",1600,ダート,良,曇,"ダ左1600m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 11:10",05,東京,3,
201705010204,"芝左1600m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 11:40",1600,芝,良,曇,"芝左1600m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 11:40",05,東京,4,
201705010205,"芝左1800m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:30",1800,芝,良,晴,"芝左1800m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:30",05,東京,5,
201705010206,"ダ左1400m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 13:05",1400,ダート,良,晴,"ダ左1400m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 13:05",05,東京,6,
201705010207,"ダ左1600m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 13:35",1600,ダート,良,晴,"ダ左1600m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 13:35",05,東京,7,
201705010208,"ダ左2100m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 14:05",2100,ダート,良,晴,"ダ左2100m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 14:05",05,東京,8,
201705010209,"芝左1800m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 14:35",1800,芝,良,晴,"芝左1800m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 14:35過去のセントポーリア賞",05,東京,9,
201705010210,"芝左1600m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 15:10",1600,芝,良,曇,"芝左1600m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 15:10過去の節分ステークス",05,東京,10,
201705010211,"ダ左1400m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 15:45",1400,ダート,良,曇,"ダ左1400m / 
天候 : 曇 / 
ダート : 良  / 
発走 : 15:45過去の根岸ステークス根岸ステークス特集",05,東京,11,
201705010212,"芝左1800m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 16:25",1800,芝,良,曇,"芝左1800m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 16:25",05,東京,12,
201707010601,"ダ左1200m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 09:50",1200,ダート,良,晴,"ダ左1200m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 09:50",07,中京,1,
201707010602,"ダ左1800m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 10:20",1800,ダート,良,晴,"ダ左1800m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 10:20",07,中京,2,
201707010603,"ダ左1200m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 10:50",1200,ダート,良,晴,"ダ左1200m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 10:50",07,中京,3,
201707010604,"障芝3000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 11:20",3000,芝,良,晴,"障芝3000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 11:20",07,中京,4,
201707010605,"障芝3000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:10",3000,芝,良,晴,"障芝3000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 12:10",07,中京,5,
201707010606,"ダ左1800m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 12:45",1800,ダート,良,晴,"ダ左1800m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 12:45",07,中京,6,
201707010607,"芝左2000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 13:15",2000,芝,良,晴,"芝左2000m / 
天候 : 晴 / 
芝 : 良  / 
発走 : 13:15",07,中京,7,
201707010608,"ダ左1900m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 13:45",1900,ダート,良,晴,"ダ左1900m / 
天候 : 晴 / 
ダート : 良  / 
発走 : 13:45",07,中京,8,
201707010609,"芝左1200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 14:15",1200,芝,良,曇,"芝左1200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 14:15",07,中京,9,
201707010610,"芝左2200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 14:50",2200,芝,良,曇,"芝左2200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 14:50過去の金山特別",07,中京,10,
201707010611,"芝左1200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 15:25",1200,芝,良,曇,"芝左1200m / 
天候 : 曇 / 
芝 : 良  / 
発走 : 15:25過去の長篠ステークス",07,中京,11,
201707010612,"ダ左1400m / 
天候 : 小雨 / 
ダート : 良  / 
発走 : 16:01",1400,ダート,良,雨,"ダ左1400m / 
天候 : 小雨 / 
ダート : 良  / 
発走 : 16:01過去の伊良湖特別",07,中京,12,
